method,epsilon,per_class,classifier,synthesis_seconds,train_seconds,pred_seconds,val_acc,synthetic_images
dp,0.5,40,resnet20,0.08434610000040266,8.020339499999864,57.35753919999934,0.0963,400
gan_dp,0.5,40,resnet20,33.280150100000355,4.91950579999957,29.550135200000113,0.1175,400
distill_dp,0.5,40,resnet20,0.45952260000012757,5.252571799999714,33.15503509999962,0.1374,400
diffusion_dp,0.5,40,resnet20,0.4838151999992988,3.4074178999999276,39.03554199999962,0.1306,400
