method,epsilon,per_class,classifier,synthesis_seconds,train_seconds,original_pred_seconds,synthetic_pred_seconds,original_acc,synthetic_acc,synthetic_images
dp,0.1,40,resnet20,0.010245900000882102,5.77628470000127,6.831116299999849,0.2537795999996888,0.0984,0.1475,400
dp,0.5,40,resnet20,0.02192790000117384,5.510669700001017,10.026335500000641,0.48132320000149775,0.1721,0.205,400
dp,1.0,40,resnet20,0.036286000000472995,5.550338799999736,6.515458799998669,0.3012034000003041,0.1244,0.155,400
diffusion_dp,0.1,40,resnet20,0.4221360999999888,5.705078400000275,6.258195299998988,0.3056612000000314,0.1206,0.13,400
diffusion_dp,0.5,40,resnet20,0.3741668999991816,7.21970119999969,6.900989499999923,0.267156599998998,0.1586,0.1925,400
diffusion_dp,1.0,40,resnet20,0.37799640000048385,5.71253280000019,6.165565299999798,0.24537839999902644,0.114,0.135,400
dp,0.1,80,resnet20,0.04119659999923897,10.193602600000304,5.974841399998695,0.7141317000005074,0.1161,0.74125,800
dp,0.5,80,resnet20,0.0579782000004343,10.994735899999796,6.7708471000005375,0.5393765999997413,0.1748,0.28375,800
dp,1.0,80,resnet20,0.051100799999403534,9.716353800000434,6.158168599999044,0.47139419999984966,0.2248,0.2925,800
diffusion_dp,0.1,80,resnet20,0.6043635000005452,11.776026900000943,8.211690899999667,0.7151733000009699,0.184,0.2,800
diffusion_dp,0.5,80,resnet20,0.7153010000001814,13.446988599998804,6.188754800001334,0.46598289999928966,0.2229,0.31,800
diffusion_dp,1.0,80,resnet20,0.5350829999988491,8.141718500000934,6.608585900001344,0.6628084999993007,0.1958,0.26125,800
dp,0.1,160,resnet20,0.0743583999992552,19.729178399999,6.261602099999436,1.04204000000027,0.1146,0.576875,1600
dp,0.5,160,resnet20,0.06860169999890786,21.0539217000005,6.688756100000319,1.0237616999984311,0.2563,0.506875,1600
dp,1.0,160,resnet20,0.07987010000033479,22.60528129999875,7.1441780000004655,1.040898200000811,0.2829,0.41125,1600
diffusion_dp,0.1,160,resnet20,1.1266360999998142,21.60093179999967,6.0541075000001,0.956278999999995,0.3638,0.5275,1600
diffusion_dp,0.5,160,resnet20,1.1709255999994639,21.22428890000083,6.788682700000209,1.0291032999994059,0.2888,0.38,1600
diffusion_dp,1.0,160,resnet20,1.1128792999988946,20.00019819999943,6.164828599999964,0.903701799999908,0.2693,0.39125,1600
