method,epsilon,per_class,classifier,synthesis_seconds,train_seconds,original_pred_seconds,synthetic_pred_seconds,original_acc,synthetic_acc,generalization_gap,synthetic_images,synthetic_train_images,synthetic_eval_images
diffusion_dp,0.3,640,cnn,4.691940900000191,24.355707300001086,2.4202866000014183,0.2672585000000254,0.97725,0.97890625,0.0016562500000000258,6400,5120,1280
diffusion_dp,0.3,640,resnet20,4.691940900000191,140.4544930000011,7.909624300002179,0.7967091999998956,0.9860833333333333,0.98359375,-0.0024895833333332673,6400,5120,1280
diffusion_dp,0.5,640,cnn,5.070535899998504,23.07770210000308,2.5274985000032757,0.34274290000030305,0.9783333333333334,0.97890625,0.0005729166666665897,6400,5120,1280
diffusion_dp,0.5,640,resnet20,5.070535899998504,137.9268622999989,7.99149480000051,0.7893173999982537,0.98725,0.9890625,0.0018124999999999947,6400,5120,1280
diffusion_dp,0.7,640,cnn,5.317918500000815,22.786727099999553,2.396920000002865,0.2581322000005457,0.9790833333333333,0.97578125,-0.003302083333333261,6400,5120,1280
diffusion_dp,0.7,640,resnet20,5.317918500000815,142.31904450000002,8.038800400001492,0.9241703000006964,0.9865833333333334,0.98828125,0.0016979166666666323,6400,5120,1280
