method,epsilon,per_class,classifier,synthesis_seconds,train_seconds,original_pred_seconds,synthetic_pred_seconds,original_acc,synthetic_acc,generalization_gap,synthetic_images,synthetic_train_images,synthetic_eval_images
dp,0.1,160,cnn,0.07265540000025794,2.157379299999775,2.223825300000499,0.06940790000044217,0.2575,0.225,-0.0325,1600,1280,320
dp,0.1,160,resnet20,0.07265540000025794,16.170058300000164,5.921868899999936,0.1970922000000428,0.0985,0.19375,0.09525,1600,1280,320
dp,0.5,160,cnn,0.07648489999974117,3.2370826000005763,2.2083535000001575,0.07012140000006184,0.3508,0.353125,0.0023250000000000215,1600,1280,320
dp,0.5,160,resnet20,0.07648489999974117,18.79452610000044,6.046952300000157,0.20348139999987325,0.2687,0.29375,0.025050000000000017,1600,1280,320
dp,1.0,160,cnn,0.08370040000045265,2.4395548000002236,1.9725598000004538,0.06274550000034651,0.37,0.35625,-0.013749999999999984,1600,1280,320
dp,1.0,160,resnet20,0.08370040000045265,16.397278800000095,5.9015308999996705,0.2231471999994028,0.2906,0.309375,0.018774999999999986,1600,1280,320
gan_dp,0.1,160,cnn,9.610986599999706,6.775385800000549,2.9067347000000154,0.13272589999996853,0.0962,0.1,0.0038000000000000117,1600,1280,320
gan_dp,0.1,160,resnet20,9.610986599999706,31.62692650000008,11.839951500000097,0.4147259999999733,0.0951,0.0875,-0.0076000000000000095,1600,1280,320
gan_dp,0.5,160,cnn,11.597161100000449,6.283913299999767,6.745787700000619,0.13263529999949242,0.0974,0.09375,-0.0036500000000000005,1600,1280,320
gan_dp,0.5,160,resnet20,11.597161100000449,26.518254700000398,8.21009150000009,0.28130550000059884,0.0817,0.1125,0.030800000000000008,1600,1280,320
gan_dp,1.0,160,cnn,11.86365939999996,3.7258943000006184,2.8420632999996087,0.0906064000000697,0.0967,0.103125,0.006425,1600,1280,320
gan_dp,1.0,160,resnet20,11.86365939999996,23.930769200000213,10.291550900000402,1.0174804999996923,0.0948,0.1125,0.017700000000000007,1600,1280,320
distill_dp,0.1,160,cnn,0.44615350000003673,5.157213899999988,3.1038912999993045,0.1135578000003079,0.2499,1.0,0.7501,1600,1280,320
distill_dp,0.1,160,resnet20,0.44615350000003673,32.80239799999981,10.780334799999764,0.5383556000006138,0.1266,0.990625,0.864025,1600,1280,320
distill_dp,0.5,160,cnn,0.42798409999977594,6.764165700000376,4.7951606000005995,0.20179519999965123,0.2453,1.0,0.7547,1600,1280,320
distill_dp,0.5,160,resnet20,0.42798409999977594,30.55593930000032,16.843652700000348,0.7341713999994681,0.1937,0.94375,0.75005,1600,1280,320
